tweet,clasificacion,,,
"@Gral_Diaz_Mori @bereaguilarv @XochitlGalvez A #lopezperrodelnarco jamas le intereso la salud de los mexicanos, al contrario hace todo lo posible por joderlos, ahi estan las evidencias: las vacunas(de todo tipo) , la pandemia, el sistema de salud, los ninos con cancer, el gato genocida Gatell, etc, etc.",0,,,
"@Reforma @XochitlGalvez Esta senora es corrupta y quiere las instituciones a si favor  y las de sus amigos, jamas regresara la oposicion a la presidencia, bola de corruptos, rateros y vividores.",0,,,
"@lopezdoriga @SantiagoCreelM @XochitlGalvez SI PERO JAMAS LE GANARAN A MORENA, ES MAS PAQUE TE CUENTO!",0,,,
"@XochitlGalvez Mire mujer perversa eso que ves ahora se restablesera pero el dano que x anod ustedes todos desde anos jamas sera restablecido, esto que ves ahora es exito y dinero para el pais mismo eso si no vuelve a gente como tu;ratera",0,,,
@XochitlGalvez y los hoteles de tus amigos empresarios que estan encima de los cenotes y rios subterraneos que los han estado explotando por anos  jamas has dicho nada hipocrita miserable...,0,,,
"@LuzMari63234084 @lopezdoriga @SantiagoCreelM @XochitlGalvez Es en serio? No gracias. Es una politica inexperta, improvisada sin talento. Yo jamas votaria ni por XG ni por BP.",0,,,
"@kenialopezr @SantiagoCreelM @XochitlGalvez Ni en tus mas humedos suenos van a ganar la presidencia, entiendalo y acostumbrense. Ustedes jamas van a regresar ",0,,,
"@NachoRgz @XochitlGalvez @Claudiashein jamas podria cobrar porque alguien fuera a sus mitines, simplemente nadie iria, es tan aburrida. Por eso #XochitlPresidenta",1,,,
"@Capyuc @EmilioVallejoRL @XochitlGalvez @Claudiashein Exacto!!! Madre deberian tener, esta es la razon exacta por la cual jamas dejaremos que el prian vuelva a pisar la presidencia! Todos esos medios junto al prian, poder judicial USA, La CIA, son la escoria del Mundo",0,,,
"@XochitlGalvez Usted no es ambientalista, no mienta; a ustedes jamas les ha interesado el sur, ni su desarrollo. Tachan de ""huev0nes"" a la raza trabajadora del sur de Mexico. !Usted es una oportunista y mentirosa!",0,,,
@pedroferriz3 @XochitlGalvez Hay cierto personaje del sureste que jamas ha trabajado 8 hrs seguidas. Incluso no trabajo durante los ultimos 20 anos y vivio de las dadivas de sus borregos.,0,,,
"@XochitlGalvez Pues no se ha escuchado ese malestar ,Jamas votaria por usted ,que Esta en contra del progreso en el Sur ,jamas.",0,,,
"@jbarradasleon @nombre_33 @XochitlGalvez Si cumplira lo que promete, ya tendria que estar fuera de la contienda desde hace mucho, pero los prianistas se distinguen por mentir, bularse del pueblo y jamas cumplir nada, perderia escencia, dejaria de ser ella misma",0,,,
"@XochitlGalvez Deje de hacer el oso, usted jamas ganara unas elecciones, no es querida en el pais, cuando lo entenderan los PRIANISTAS .",0,,,
@ryo_hermoso @XochitlGalvez Jamas esta botarga inflada llegara  es racista. Clasista burlona desacredita y sobaja a los mexicanos se burla de la gente  y claro como vienen elecciones  ahora dice q si le importamos ..son enganos son mentiras .los prianista de eso viven  enganando a la gente de buena voluntad,0,,,
"@DiegoSaldanhaSa @XochitlGalvez Dijeran por ahi, ""SI YA LA CAGASTE, DE MENOS NO TE EMBARRES"" pero eso jamas lo entendera la botarga...   ",0,,,
@abrahamvanaya @XochitlGalvez @lopezobrador_ Claudia va a ganar el 2024. Jamas ganara Xochitl.,0,,,
@MarkoCortes @SantiagoCreelM @AccionNacional @XochitlGalvez Un Titere mas. Nunca existio su candidatura. Nunca sera nada si jamas ha estado sujeto a votacion. Farsantes.,0,,,
@ladimitrova @XochitlGalvez @Claudiashein Jamas una Judia,0,,,
"@Arouet_V @XochitlGalvez Con o sin los partidos de oposicion, la senora jamas ganara por otro lado Paredes sale mejor parada que ella aunque no sea la elegida por los verdaderos patrones de la alianza.",0,,,
@humberto9ful @sigimero @XochitlGalvez Jajajaaj deja de tener suenos chaqueteros pendejes jamas le encontraran ningun delito a AMLO por que solo es invento de los fachos,0,,,
@XochitlGalvez ?CUANTAS HORAS TRABAJO USTED EN EL SENADO?HABLO DE NO HACERSE PENDEJA POR QUE LA VERDAD SOLO SE LA PASABA SIENDO LA PAYASA DEL SENADO JUNTO CON LA LOCA DE @LillyTellez  Y LE CARA DE YEGUA DE @kenialopezr  JAMAS DIERON UN SOLO GOLPE POR QUE SUS ASESORES  HACEN SU TRABAJO,0,,,
"@Chescan4 a la #Pendeja de @XochitlGalvez sus enteros no le suman, pendejea q los indigenas quieren permanecer en la ignorancia... su destino es a la extinsion q muy #AdHoc se puso la #Botarga de #Dinosaurio... los panistas JAMAS deben volver por q (me pueden citar) estan #Disociados",0,,,
"@politicomx @XochitlGalvez Si hay algo que #Cochitl #Chochitl o #Mochitl no tiene es auto critica, jamas reconocera sus falsas palabras, sus mentiras con las que intenta tapar su ignorancia, su corrupcion y su servilismo a sus patrones, los que la llevan amarrada del pescuezo cual mascota amaestrada",0,,,
@ryo_hermoso @XochitlGalvez NUNCA JAMAS UNA BOTARGA,0,,,
"@XochitlGalvez @Xochitl2024 es una hipocrita, que cada vez que abre la boca es o para insultar o para d cir pndjadas. El voto del sureste jamas lo obtendras hipocrita mercenaria",0,,,
"@DonPorfifirio @XochitlGalvez @BeatrizParedes paredes es parte de tanto vegestorio que solo vive del erario, jamas han trabajado, los Monreal, los Norona, Sauri, Massieu, Batres, encinas y mas, son parte https://t.co/FH2OPN5FEx.porqueria de nuestra politica cara e improductiva",0,,,
"@XochitlGalvez Que miedo re van a andar teniendo mira tus videos sin gente sin apoyo real del pueblo, quizas seas la candidata mas inflada y sola que jamas se haya visto. https://t.co/8vvC9FNgPs",0,,,
"@XochitlGalvez Pero este gobierno mentiroso, jamas reconocera el tremendo dano que causo al ecosistema, defendieron un lago seco y mataron a una selva viva :(",0,,,
"@XochitlGalvez Te arde el * , jamas una como tu igualara una sola obra de tu padre AMLO",0,,,
@TabascoHOY @SantiagoCreelM @MarkoCortes @XochitlGalvez Jamas y nunca volveran al poder bola de rateros,0,,,
@raespi @abrahamvanaya @CiroGomezL @lopezobrador_ @XochitlGalvez @Claudiashein @m_ebrard @adan_augusto Jajaja esta vieja tan vulgar y pendeja para hablar jamas sera presidenta. https://t.co/fmMHbb2uua,0,,,
"Definitivamente aunque apoyaba a @edelamadrid  voy ahora por @XochitlGalvez JAMAS votaria por #beatrizparedes eso seria darle un gane seguro a las lacras de morena, y lo que necesita este pais es sacar a morena del gobierno!!!! Asi que #FueraMorena2024 #XochitlVa para ganar!!",1,,,
"@edelamadrid @XochitlGalvez Ni las manos metiste , que verguenza,  cochitl jamas ganara y lo sabes , se van estos partidos PRIANRD",0,,,
@XochitlGalvez Dividida por ustedes los panistas si dejaran que vo taran los que viven del otro LADO del Rio tu jamas tendrias oprtunidad de ser precidente de mexico,0,,,
@JJDiazMachuca @XochitlGalvez @MauricioCollado Reuniones de pacotilla la botarga ratera jamas ganara,0,,,
@XochitlGalvez Una hermana de secuestradora jamas sera presidente!,0,,,
,,,296,104
