Tweet,Clasificacion,
"Pues yo soy ciudadano y apoyo a @XochitlGalvez,",1,
"XochitlGalvez yo te apoyo, confío en tu trabajo para lograr un cambio pero antes que soñar en desfiles e invitados yo soñaría con devolverle a México la paz, la tranquilidad, la educación, la salud, la grandeza como país, el protagonismo ante el mundo, ante todo LAS PRIORIDADES",1,
Igualmente para ti y tu familia. Que dios te colme de bendiciones. Cuenta con mi apoyo y mi voto.,1,
Te brindo mi mano y poca cabeza como apoyo!!!!,1,
"""Hagamos historia juntos, salgamos a votar por @XochitlGalvez y demos un paso hacia un México mejor. Juntos podemos lograrlo! #XochitlParaPresidenta""",1,
"""La fuerza de un país está en su gente. Apoyemos a @XochitlGalvez para que llegue con todo a la campaña presidencial. Cada voto cuenta! #XochitlPresidenta2024""",1,
"""Amigos, familia, vecinos, todos a votar por @XochitlGalvez. Juntos podemos vencer el abstencionismo y llevar a la Senadora a la Presidencia. #VotaXochitl""",1,
"""La esperanza de un México mejor está en cada uno de nosotros. Yo ya tengo claro mi voto por @XochitlGalvez. Únete y hagamos el cambio juntos! #XochitlParaPresidenta""",1,
"""No perdamos la oportunidad de elegir a una líder comprometida con el país. Vamos por el cambio, votemos por @XochitlGalvez. #XochitlGalvezPresidenta2024""",1,
"""Cada voto cuenta, cada voz importa. Apoyemos a @XochitlGalvez para que llegue fuerte a la contienda presidencial. Juntos somos imparables! #VotoXochitl""",1,
"""Con @XochitlGalvez tenemos la oportunidad de construir un México más fuerte y unido. Mi voto es para ella, y el tuyo también puede serlo. Únete a esta causa! #XochitlParaPresidenta""",1,
"""En tu casa, en la mía y en cada rincón del país, el apoyo a @XochitlGalvez es fuerte. Juntos vamos a llevarla a la Presidencia. No estamos solos en esto! #XochitlPresidenta2024""",1,
"""Toda mi familia es católica y apoyamos a Xóchitl.""",1,
"""No estás sola, millones de apoyamos, vamos con todo""",1,
"""La confianza en @XochitlGalvez es firme en mi hogar. Juntos, vamos a llevarla a la Presidencia y construir un México más fuerte. #XochitlParaPresidenta""",1,
"""No importa la hora, no importa el lugar, lo importante es votar por el cambio. Mi voto es para @XochitlGalvez, ¿y el tuyo? #XochitlGalvezPresidenta2024""",1,
"""Hoy no es un día cualquiera, es el día de elegir el futuro de nuestro país. Vota con conciencia, vota por @XochitlGalvez. #VotoXochitl""",1,
"""Cada voto por @XochitlGalvez es un paso hacia adelante. Hagamos juntos la diferencia en estas elecciones. #XochitlPresidenta2024""",1,
"""En mi casa, en mi barrio, en mi ciudad, todos hablan de @XochitlGalvez. El apoyo es contundente y vamos por más. Únete a esta causa! #XochitlParaPresidenta""",1,
"""Amig@s, vecin@s, compatriotas, hoy es el día de hacer oír nuestra voz. Votemos por @XochitlGalvez y cambiemos el rumbo de México. #XochitlGalvezPresidenta2024""",1,
"""Con @XochitlGalvez encontramos la esperanza y la determinación para un México mejor. Mi voto está claro, ¿y el tuyo? #VotoXochitl""",1,
"""Hoy decidimos el rumbo de nuestro país. Votemos por @XochitlGalvez y marquemos la diferencia. Ella es la candidata de la gente. #XochitlParaPresidenta""",1,
"""El apoyo a @XochitlGalvez es una muestra de la esperanza de un México mejor. Hagamos historia juntos. #XochitlGalvezPresidenta2024""",1,
"""No hay mejor momento para ser parte del cambio. Votemos por @XochitlGalvez y demos un paso hacia adelante. #VotoXochitl""",1,
"@XochitlGalvez Jamas en la historia alguien habia reunido tanta gente, la 4t esta temblando de miedo!",1,
"@NachoRgz @XochitlGalvez @Claudiashein jamas podria cobrar porque alguien fuera a sus mitines, simplemente nadie iria, es tan aburrida. Por eso #XochitlPresidenta",1,
"Definitivamente aunque apoyaba a @edelamadrid  voy ahora por Xochitl Galvez JAMAS votaria por #beatrizparedes eso seria darle un gane seguro a las lacras de morena, y lo que necesita este pais es sacar a morena del gobierno!!!! Asi que #FueraMorena2024 #XochitlVa para ganar!!",1,
@XochitlGalvez Asi sera sra presidenta.,1,
@XochitlGalvez @EnriqueAlfaroR Te creemos! Vamos contigo Xochitl Presidenta!,1,
@CandeOchoaA @EnriqueAlfaroR @XochitlGalvez Yo veo a un Gobernador recibiendo a una Senadora de la Republica.... Que por cierto ser la proxima Presidenta de Mexico #XochiltGalvez,1,
"Yo no se a ustedes, pero a mi si me convence @XochitlGalvez . La veo sincera, honesta... Y eso desde luego me mueve algo. Presiento que sera una gran presidenta.",1,
@CERO_etica @XochitlGalvez Ella sera tu proxima presidenta Gato,1,
"@XochitlGalvez @EnriqueAlfaroR Vamos con todo Xochilt, Jalisco necesita de una presidenta con vision de estado y responsabilidad social. En cuanto ganes es necesario poner a trabajar a todas las policias para encontrar a los desaparecidos y evitar mas desapariciones. Jalisco necesita seguridad",1,
"@XochitlGalvez Vamoooos @XochitlGalvez , casa ves mas cerca, seras la proXima Presidenta de Mexico.",1,
"@jgnaredo @XochitlGalvez De seguro haz de ser mega moreno para poner esto.
Mas bien a ti te incomoda nuestra proxima presidenta jajaja  ",1,
@ryo_hermoso @BeatrizParedes @XochitlGalvez Xochitl PRESIDENTA,1,
"@CERO_etica @XochitlGalvez Te la presento es Xochitl Galvez y ella sera la proxima Presidenta de Mexico, mujer con mente matematica, independiente, luchona,  fuerte ",1,
@ManoloNajera @jgnaredo @XochitlGalvez Tu proxima presidenta aunque no te guste,1,
@ryo_hermoso @XochitlGalvez @BeatrizParedes Xochitl mi Presidenta,1,
"@XochitlGalvez @EnriqueAlfaroR Que bueno que Enrique Alfaro,platico contigo mi proxima presidenta de Mexico, xochilt Galvez.",1,
"@JLozanoA @68queenri En la opinion del 90% (segun tu encuesta), opinamos que #XochitlGalvez debe ser presidenta de Mexico. A Beatriz a quien respeto, ya la hemos visto desde tiempos de Lopez Portillo . @XochitlGalvez #XochitlVa https://t.co/1t3ngYLPJs",1,
" la ventaja de Xochitl es tan grande ,como lo que se metio en la boca hace unas semanas ! ",1,
"@XochitlGalvez Hagamos realidad un pais de primer mundo , Seguridad  , Educacion  , Salud , Medicinas  , Empleos , Inversiones , Un Aeropuerto de Verdad ... Con Xochitl Galvez  de PRESIDENTA... Sera Realidad porque ella SI quiere hacerlo Real !!!",1,
"@ryo_hermoso @XochitlGalvez Ojala pudiera votar x Xochitl, estoy seguro sera presidenta",1,
@XochitlGalvez Ya no hay mas xochilt sera la primera presidenta de Mexico! Vamos Fuera morena fue un desastre,1,
"@OskyParaTi @XochitlGalvez @SantiagoCreelM ! Su reconocimiento a  la verdad lo hace, mas grande. FELICIDADES Y GRACIAS POR RECONOCER, QUE XOCHITL GALVEZ SERA NUESTRA PROXIMA PRESIDENTA DE MEXICO.",1,
"@XochitlGalvez Hagamos realidad un pais de primer mundo , Seguridad  , Educacion  , Salud , Medicinas  , Empleos , Inversiones , Un Aeropuerto de Verdad ... Con Xochitl Galvez  de PRESIDENTA... Sera Realidad porque ella SI quiere hacerlo Real !!!",1,
"@OsuPJJ @Xochitl2024 @XochitlGalvez @xochilove_rs La gente cambia , y ella otra bien, gracias a eso ahora va para Presidenta.",1,
@XochitlGalvez Esa es nuestra presidenta siga asi!,1,
"@XochitlGalvez Querida Xochitl,yo sueno,deseo y se que seras la primera presidenta de nuestro Mexico lindo y querido!!!  Con todo,menos con miedo!",1,
"@ryo_hermoso Nuestra proxima presidenta!! @XochitlGalvez 

#XochitlVa https://t.co/vdUODoGIWg",1,
"@XochitlGalvez Ahi la llevamos proxima Presidenta de Mexico 

No hay que bajar la guardia, hay que seguir emocionando a quienes piensan diferentes 

Hay que decirles que tambien son mexicanos y hacerles ver las diferencias",1,
@XochitlGalvez @IndEmbMexico Al infinito y mas alla Presidenta ,1,
"Todo indica que una mujer sera la nueva presidenta de Mexico pero no queremos a una mujer que haga lo que le mande un machista misogino, queremos a una mujer independiente,  con ideas propias, por eso queremos a @XochitlGalvez para presidenta, por eso #XochitlVa2024 ",1,
@XochitlGalvez Pinche viejo!!! Vamos con todo mi presidenta Xochitl!!!!,1,
@ryo_hermoso @XochitlGalvez @BeatrizParedes 1. Xochitl mi Presidenta va,1,
@ferbelaunzaran @mariaCiliadesa1 @XochitlGalvez @BeatrizParedes @MexicoHablaMx En EU la mayoria queremos a Xochitl. No soy un experto en politivocabulario pero para Mexico ES XOCHITL lo siento Ella sera nuestra Proxima Presidenta lo dijo el Popocatepetl en su ultima fumarola que expulso y a traves de la boca de LOPITOZ. Lo unico bien que ha echo por Mex.,1,
@ryo_hermoso @XochitlGalvez @BeatrizParedes Xochitl Galvez para Presidenta de Mexico,1,
@XochitlGalvez Xhochitl Presidenta,1,
"@XochitlGalvez @caroviggiano @CruzAzul Saludos desde Oaxaca a nuestra futura presidenta,  abrazos https://t.co/N7yQjB2f7c",1,
"@AngMariscal4T @XochitlGalvez Cuanto les arde que los morenacos ya valieron madres, y solo les que ladrar, rebuznenardidos XOCHILT PRESIDENTA",1,
@AngMariscal4T @XochitlGalvez Vete acostumbrando a tu proxima Presidenta ,1,
@XochitlGalvez Ahora que seas presidenta lo destruyes y construye uno en el norte ,1,
"@Claudiashein Jajajaja vas a perder #LadyFentanilo no hay como escondas o niegues que faltaste a la ley y fuiste complice de un delito , @XochitlGalvez sera la nueva presidenta de Mexico",1,
@DrDecorazon1 @XochitlGalvez @BeatrizParedes Xochitl presidenta y ya,1,
@XochitlGalvez Se que Xochitl sera la presidenta el 2024 #XochitlVa #MXSinLimites,1,
"@CiroGomezL @epigmenioibarra @lopezobrador_ @BeatrizParedes @XochitlGalvez Claro pigmeo Ibarra, Xochitl va a ser la candidata por el FAM y proxima Presidenta de Mexico",1,
"Las encuestas son contundentes: @XochitlGalvez encabeza las preferencias del #FrenteAmplioPorMexico. Estoy convencido que sera la primer mujer Presidenta de Mexico.  

Mi reconocimiento a @BeatrizParedes que crecio en el proceso y que seguramente sumara al @ComiteFAM. https://t.co/qzzp8oqgwG",1,
"@AngMariscal4T @XochitlGalvez Pronto sera tu Presidenta y ojala no seas enjuiciado por difamacion y
Mentiras que le haces a la senora porque segun la Ley lo que haces es un delito que debes pagar....
Yo soy testigo de ello.... https://t.co/Z34Ax7oh0V",1,
@ryo_hermoso @XochitlGalvez Asi es excelente para Presidenta de la Republica.,1,
@ryo_hermoso @XochitlGalvez @BeatrizParedes Xochitl!!!!! Presidenta,1,
@XochitlGalvez La gente sabe a quien hay que apoyar hoy para ser una gran presidenta Xochitl Galvez,1,
@AngMariscal4T @XochitlGalvez Proxima presidenta de MEXICO  https://t.co/VtZeZhxjBq,1,
@XochitlGalvez @AccionNacional Muchas gracias a ti mi presidenta!! #XochitlVa,1,
@lumendoz @XochitlGalvez Xochitl  presidenta,1,
"@tshadow111 @XochitlGalvez Esa que llamas ""pobre mujer"" pronto sera tu presidenta.",1,
@XochitlGalvez XOCHITL GALVEZ LA MEJOR PARA PRESIDENTA,1,
"Dios quiera que @XochitlGalvez @Xochitl2024 sea la proxima presidenta de Mexico, porque ya perdi la fe sobre el destino de mis votos, 2018 @RicardoAnayaC, 2021 intermedias y Edo de Mex. @AlejandraDMV es valido desanimarme y con lo tramposos ya no sabe uno que pensar.",1,
@lasillarota @XochitlGalvez @BeatrizParedes Con nuestro voto Xochitl sera la proxima Presidenta de Mexico,1,
"@JosefinaVM @XochitlGalvez Beatriz y Xochitl, ambas excelentes y brillantes mujeres    Ojala una de ustedes se convierta en la 1a presidenta de Mexico.  Despues de este insufrible sexenio, seria excelente balsamo.  Gane quien gane de ustedes, ojala se mantengan unidas y restauren este maravilloso pais.",1,
@XochitlGalvez @AccionNacional Ya espero con ansias el 2024 para ver a la primer mujer Presidenta de Mexico la Dra Cientifica y Catedratica Claudia Sheimbaum inteligente e Inovadora llevara al pais a convertirse en potencia la 4- T ya no la detiene nadie.,1,
@mario_delgado @FelipeCalderon @FGRMexico Jaja espero que cuando en el 2024 @XochitlGalvez sea presidenta tambien celebres tu detencion pq por lo que te has robado y toda la impunidad de la que hoy gozas anos te van a faltar para estar preso sin mencionar que el empresario si tiene un contrato legal sera un circo mas ,1,
@CitlaCarvajaI @XochitlGalvez @CeciliaPatronL Xochitl presidenta!!!,1,
@XochitlGalvez @AccionNacional Adelante con la mejor para ser presidenta de Mexico Xochitl Galvez ,1,
"@XochitlGalvez eso mi presidenta, sigue asi yo confio en ti #XochitlVa",1,
@ryo_hermoso @XochitlGalvez Xochitl Galvez presidenta ya urge sacar a morena antes de destruya el pais,1,
@XochitlGalvez Siempre vamos puro para adelante mi presidenta #XochitlVa,1,
@XochitlGalvez Siii! Xochitl Galvez para presidenta. Contigo SI ,1,
@XochitlGalvez Eso mi futura presidenta!! #XochitlPresidenta,1,
"Que felicidad cuando mi proxima presidenta @XochitlGalvez me da like 

#XochitlVa  https://t.co/lgTQ5lKZmq",1,
@XochitlGalvez Vamos con Xochitl la mejor para presidenta!!  #XochitlVa,1,
"@XochitlGalvez Cuando seas presidenta tienes que meter a varios a la carcel, si no lo haces seras complice",1,
@XochitlGalvez Futura presidenta de Mexico,1,
@XochitlGalvez Ya estoy lista esperando a la Sra Xochitl como la gran Presidenta que sera,1,
@SelvameMX @XochitlGalvez @TrenMayaMX Xochitl para presidenta!!!,1,
@XochitlGalvez Con todo @XochitlGalvez te apoyaremos hasta lograr que llegues a ser presidenta!!!,1,
@ryo_hermoso @XochitlGalvez @BeatrizParedes Xochitl presidenta,1,
"@XochitlGalvez Hagamos realidad un pais de primer mundo , Seguridad  , Educacion  , Salud , Medicinas  , Empleos , Inversiones , Un Aeropuerto de Verdad ... Con Xochitl Galvez  de PRESIDENTA... Sera Realidad porque ella SI quiere hacerlo Real !!!",1,
@XochitlGalvez @AccionNacional Arriba Claudia sheinbaum nuestra futura presidenta ,1,
"@JJDiazMachuca @lopezobrador_ @XochitlGalvez eres una mujer que conecta demasiado con el pueblo (para bien o para mal) siempre eres tema, ojala ; no te olvides de todas estas cosas ... ahora que seas la primer presidenta de ",1,
"@XochitlGalvez cuando seas presidenta por favor a esta mujer incluyela en tu gabinete es de los pocos servidores publicos que nunca tiene miedo 
Para mi es la Dama de Hierro 
Mil como ella y se acaba la corrupcion @MElenaPerezJaen",1,
"@XochitlGalvez Si Xochitl Si!
Cuando seas presidenta!",1,
"@EF_Opinion @ElFinanciero_Mx @BeatrizParedes @XochitlGalvez @Berrueto Xochitl Galvez Ruiz tiene la preparacion y capacidad para ser la primera presidenta de MeXico con X de Xochitl 
#XochiltGalvezPresidenta2024",1,
"@ryo_hermoso @XochitlGalvez Si se puede @XochitlGalvez  sera la primera presidenta de Mexico tiene que reconstruir el pais y sobre todo garantizar la seguridad de ahi parte la evolucion de un Mexico mas fuerte y productivo, sin divisiones todos podemos sumar #XochiltGalvezPresidenta2024",1,
cuanto falta para que @XochitlGalvez  sea nuestra presidenta y se vaya el viejillo bueno para nada????,1,
"@airamgama @XochitlGalvez @SCJN Esa foto me hizo recordar de el porque esa mujer sera la proxima presidenta de Mexico. 
Tu mesias tropical es el mejor porro que ha existido en Mexico! Hay que reconocerlo pero ahi si se avento una cagada suprema. Tan facil que era abrirle la puerta",1,
"@AngMariscal4T @XochitlGalvez No.
Sera la proxima presidenta de Mexico.
#XochiltGalvezPresidenta2024",1,
"@ING_VILLAF_LP @XochitlGalvez Ya deja de ladrar, chairo, estan muy preocupados verdad? Por eso no dejan de atacar a Xochlil la futura presidenta de Mexico, sobense chairos..",1,
@XochitlGalvez @arr1910 Xochil para presidenta,1,
@XochitlGalvez @AccionNacional SIN DUDA XOCHITL SERA LA PRIMERA PRESIDENTA DE MEXICO!,1,
@ryo_hermoso @XochitlGalvez @BeatrizParedes Xochilt Galvez presidenta,1,
Yo si quiero que @XochitlGalvez sea la presidenta de Mexico. Es una mujer honesta y valiente... https://t.co/2KaLqlnIXM,1,
@epigmenioibarra Nuestra proxima presidenta de Mexico @XochitlGalvez https://t.co/gNLJ9iO5W3,1,
"@DonPorfifirio @XochitlGalvez @Claudiashein Tiene que ser Xochitl la primera presidenta de Mexico. No alcanzo todavia a comprender, como una mujer como Claudia esta siquiera en la contienda. Corrupcion, actitudes desagradables, imitadora y subdita sectaria, son algunas de las cosas que no deberia tener una candidata.",1,
@XochitlGalvez @SCJN Xochitl presidenta!!!,1,
@Ignacio69491711 @rubenanguiano @lopezdoriga @SantiagoCreelM @XochitlGalvez XOCHITL GALVEZ FUTURA PRESIDENTA DE MI MEXICO LINDO Y QUERIDO,1,
@XochitlGalvez Nuestra proxima presidenta nos dio el ejemplo d como ser millonarios exitosos verdad @XochitlGalvez https://t.co/wFq89eHK1C,1,
@XochitlGalvez Bravooo nuestra proxima presidenta arriba Xochitl derrotemos a morena con nuesttra proxima presidenta Miles d mexicanos seremos empresarios vendido gelatinas  https://t.co/drEYgjWZCJ,1,
@XochitlGalvez Bravooooo sra Xochitl Galvez urraaaaa urraaaaaa nuesttra proxima presidenta ahora. Si seremos un pais primer munndista y imajino q Miles d mexicanos en las calles vendido GELATINAS EN SU SEXENIO JAJAJAJAJAJAJAJAJAJAJJAJAJAJAJAJA https://t.co/qKRUHk7yfN,1,
"@XochitlGalvez Nada mas cuidate mucho, y seras la Presidenta",1,
"@XochitlGalvez Puro senor fifi ,,, lamentablemente son los unicos que te sigue y para tu desgracia son la minoria del pais !!! La 4T sigue !!! Y seguira ! Claudia proxima presidenta de Mexico ",1,
@TSomosLaTropa @SantiagoCreelM @BeatrizParedes @XochitlGalvez Siii vamos todos con nuestra proxima presidenta q es ingeniera y sabe muchooooooop de matematicas e aqui laa prueba https://t.co/YLf8PxGYNm,1,
@SocCivilMx @XochitlGalvez XOCHITL nuestra proxima presidenta,1,
@Claudiashein Asi es estamos contentos por el momento historico de transformacion que vamos a tener con nuestra presidenta @XochitlGalvez ,1,
"@MSEQUEYRO MORENA se tiene que ir, han hecho mucho dano a MEXICO, @XochitlGalvez sera la Primera Presidenta de MEXICO, AUNQUE TE DUELA. PALEROS se les llama",1,
"@XochitlGalvez @AccionNacional Mexico se escribe con ""X"" de Xochilt, felicidades mi Presidenta, Saludos",1,
"@XochitlGalvez Cuando seas presidenta por favor eliminas esa obra mounstrosa, que no se lleve a cabo",1,
@ryo_hermoso @Elizabe41354274 @XochitlGalvez @BeatrizParedes Me atreveria a pensar en una formula de Xochitl presidenta y Beatriz secretaria de gobernacion. Se imaginan,1,
"Con la ayuda de todos los que queremos mandar a la CHin-- a morena, seguro que @XochitlGalvez sera nuestra presidenta.",1,
"@ryo_hermoso @XochitlGalvez Proxima presidenta 2024-2030 la primera mujer indigena en llegar a la presidencia me hace la piel chinita........
Eso si es esperanza mi Xochitl ",1,
@AngMariscal4T @XochitlGalvez XOCHITL PRESIDENTA ,1,
@ryo_hermoso @XochitlGalvez Xochitl presidenta de Mexico!!! Viva xochitl!! Viva Mexico!!,1,
"@XochitlGalvez XOCHITL GALVEZ RUIZ, PRESIDENTA DE MEXICO 2024-2030.",1,
"@XochitlGalvez @SelvameMX Ojala, Xochitl, si llegas a ser presidenta, puedas hacer algo para rescatar lo mas que se pueda de este ecocidio. Ojala haya una resistencia que lo retrase para tratar de salvar lo mas que se pueda.",1,
"@Melissa_Bely Ojo aqui @XochitlGalvez cuando sea usted presidenta, sacar alv a estos parasitos.",1,
Nuestra proxima presidenta de Mexico  @XochitlGalvez @xochilove_rs @Xochitl2024 https://t.co/LqckKNoLPy,1,
"@XochitlGalvez Hagamos realidad un pais de primer mundo , Seguridad  , Educacion  , Salud , Medicinas  , Empleos , Inversiones , Un Aeropuerto de Verdad ... Con Xochitl Galvez  de PRESIDENTA... Sera Realidad porque ella SI quiere hacerlo Real !!!",1,
"@XochitlGalvez Cuando seas presidenta mete a todos al bote jajaja nunca podra ser eso garrapata pues no vas a llegar culebra, cuando dieron concesiones a mas no poder para hacer hoteles y minas ahi no decian nada hdsrpm 
#AMLOLujoDePresidente 
#VoyAdanAugusto",1,
"El proximo ano tomaran protesta @XochitlGalvez  como Presidenta de la Republica y @STaboadaMx  como Jefe de Gobierno, la dupla ganadora.
#XochitlYTaboada 
#NoQueremosABeatriz 
#LigaDeGuerreros https://t.co/l9mQG79I2w",1,
@Arouet_V @kenialopezr @XochitlGalvez presidenta!!!! Vamos con ella!!!!,1,
@Hisoymario Totalmente de acuerdo! @XochitlGalvez presidenta 2024 @FelipeCalderon @VicenteFoxQue https://t.co/FGyoTz3CJO,1,
"Estoy convencido que @XochitlGalvez sera Presidenta de #Mexico a pesar de la intromision y los ataques del violentador #LopezObrador. !Vamos juntos a la victoria! 

Agradezco a @ntn24 la entrevista internacional que me realizaron. 

#XochitlVa #XochitlGalvez https://t.co/mmfJ4CtvP6",1,
"@XochitlGalvez Jjjjjj estamos bien y despiertos. ""Presidenta presiosa""",1,
"@XochitlGalvez @SelvameMX Cuando seas electa Presidenta, debes cancelar ese proyecto pitero y meter al bote a todos los que hicieron ese dano tan espantoso a esas areas.",1,
@MarkoCortes @XochitlGalvez La proxima presidenta sera @Claudiashein,1,
@XochitlGalvez @AnaJVillagran @SelvameMX TOTALMENTE DE ACUERDO MI QUERIDA PRESIDENTA DE MEXICO. ,1,
@Xochitl2024 Estamos listos para que @XochitlGalvez sea presidenta de Mexico!,1,
"@Claudia80878122 @XochitlGalvez Eso reclamenle cuando sea presidenta, ahorita no me la distraigan por favor, tiene que ganarle al kks a como de lugar",1,
"No dejen de ver el video y escuchar a quien con suerte y el apoyo de los mexicanos, sera nuestra futura presidenta de Mexico. @XochitlGalvez",1,
"@XochitlGalvez Actual , maravilloso , perfecto , me encanto !
Asi quiero a mi presidenta , moderna y con futuro.
#XochiltGalvezPresidenta2024",1,
@ryo_hermoso @XochitlGalvez @BeatrizParedes Xochitl Presidenta !!,1,
@ryo_hermoso @XochitlGalvez @BeatrizParedes 1)@XochitlGalvez -rt para mi ella debe ser la Presidenta!!!,1,
"@ryo_hermoso @XochitlGalvez @BeatrizParedes Vamos con Xochilt, y a preparar el camino ,se pondra fangoso el recorrido .pero ,,,
entre todos, haremos que  la Senadora Galvez sea nuestra proxima presidenta de la republica",1,
Sin lugar a dudas @XochitlGalvez tiene madera de Presidenta de la Republica,1,
@XochitlGalvez Mi PRESIDENTA!!!,1,
"@XochitlGalvez Dios te bendiga y te cuide mucho. Tienes que tener mas proteccion, mas gente que te cuide presidenta!!!!",1,
@Xochitl2024 Excelente foro @XochitlGalvez por mucho has demostrado que eres la persona indicada para ser la presidenta de todos y todas l@s meXican@s vamos con todo,1,
"@XochitlGalvez Xochitl Galvez Ruiz tiene la preparacion y capacidad para ser la primera presidenta de MeXico con X de Xochitl Galvez 
#XochiltGalvezPresidenta2024",1,
@MarkoCortes @SantiagoCreelM @AccionNacional @XochitlGalvez Xochitl Galvez nuestra proxima Presidenta ,1,
@XochitlGalvez Xochitl presidenta!!!!,1,
@ElAmaDeCasa1 @Claudiashein @lopezobrador_ @XochitlGalvez Xochitl presidenta,1,
"Felicidades por Mexico y por @XochitlGalvez nuestra futura presidenta.

Queremos a @lopezobrador_ y a su familia punta de farsantes, mediocres y corruptos en la carcel.

#MorenaSantuarioDeDelincuentes 
#AMLOelReyDeLaCorrupcionMentiraYMuerte",1,
"@XochitlGalvez #XochitlVa2024 Una mujer interesada en el bienestar real e integral de los adultos mayores, sera sin duda,la proxima Presidenta de Mexico.",1,
"La camaraderia de @BeatrizParedes y @XochitlGalvez me parece excelsa, me dio mucho gusto ver a dos mujeres en total acuerdo por Mexico  y estoy segura que en esta foto muestra a la proxima presidenta de este hermoso pais. Se llevaron mi corazon ambas. Politica de nivel.  #MujeresValiosas",1,
@ryo_hermoso @Kariquis @XochitlGalvez @BeatrizParedes Ing xochitl presidenta,1,
"@AnaJVillagran @XochitlGalvez @BeatrizParedes Efectivamente , habra por primera vez una mujer Presidenta , #EsClaudia",1,
"@RobertoMadrazo_ @BeatrizParedes Insisto, @BeatrizPRangel_ Debra declinar por nuestra proxima presidenta @XochitlGalvez para que la fortaleza aun mas, los ciudadanos haremos nuestra parte para llevarla a la presidencia, los partidos que la protejan y la apoyen con sus estructuras, entre todos lo lograremos.",1,
"@XochitlGalvez Xochitl, vas a ser nuestra Presidenta ",1,
"@ryo_hermoso @XochitlGalvez @BeatrizParedes Me inclinaria por una formula con las dos, a mi parecer son mujeres muy fuertes, Xochitl presidenta y Beatriz en gobernacion, uuuuff!!",1,
"@XochitlGalvez Bravo!!
Xochitl para presidenta!!!",1,
"@XochitlGalvez @SelvameMX @XochitlGalvez cuando seas presidenta tienes que meter a la carcel a ese senor Andres Manuel por danos a la biodiversidad y la fauna , pero hazlo por favor",1,
"@XochitlGalvez Vamos, con todo , XOCHITL GALVEZ. Proxima presidenta de Mexico!!",1,
"@HernanGomezB @BeatrizParedes @XochitlGalvez No fijate, como que se me antoja y se nos antoja a los mexicanos mas que Xochitl @XochitlGalvez  sea nuestra Presidenta y que Santiago Taboada @STaboadaMx sea Jefe de la Cd Mx
Ya no digas pndjas y deja de arrastrarte, de todas formas tu hueso se acabara con la 4T",1,
@XochitlGalvez Ya es nuestra presidenta. A sacar vagos cubanos y darle oportunidad a los mexicanos que realmente quieran trabajar. Ya pronto vamos a festejar su triunfo.,1,
@XochitlGalvez Insisto. Ponte a trabajar. Vamos a llevarte a la presidencia pero no falles. Deja de jugar a los dimes y diretes. Ignora a los que dan patadas de ahogado. A lo su suyo Senora Presidenta.,1,
@periodicoam @XochitlGalvez Bienvenida presidenta!  Somos 37 millones  a favor de @RedXochitl2024  Galvez,1,
"@ryo_hermoso @XochitlGalvez @BeatrizParedes XOCHITL GALVEZ RUIZ, PRESIDENTA DE MEXICO 2024-2030",1,
@ryo_hermoso @XochitlGalvez @BeatrizParedes @XochitlGalvez Vamos Presidenta,1,
@Saritazavala4 @ryo_hermoso @XochitlGalvez @BeatrizParedes XOCHITL PRESIDENTA!!!!,1,
@ryo_hermoso @XochitlGalvez @BeatrizParedes @XochitlGalvez vamos PRESIDENTA,1,
@XochitlGalvez Con gusto mi futura presidenta!,1,
"@XochitlGalvez ING XOCHITL, PRESIDENTA.",1,
@Cervazz @SelvameMX @XochitlGalvez @TrenMayaMX Esa Senora SERA LA PROXIMA PRESIDENTA.  AUNQUE PATALEEN...,1,
@manuelanorve @alitomorenoc @PRI_Nacional @BeatrizParedes @XochitlGalvez Claro vamos con Xochitl la presidenta de Mexico.,1,
"@XochitlGalvez @SelvameMX @XochitlGalvez me representa como mujer, como senadora de la Republica y como proxima Presidenta de Mexico",1,
@ryo_hermoso @XochitlGalvez @BeatrizParedes Yo opino. Xochitl  presidenta y Beatriz Paredes Secretaria de Gobernacion @ryo_hermoso @latinus_us,1,
"Tu gran amor por Mexico y  generosidad, siempre te han definido como persona. 

Hoy mas que nunca necesitamos de unidad y trabajo para que @XochitlGalvez sea nuestra proxima Presidenta.",1,
"@XochitlGalvez El mio no es un sueno, es una realidad: @Claudiashein sera la primera Presidenta de Mexico.
#EsClaudia #EsYSeraClaudia #TodosConClaudia #PlanC_YaEstaEnMarcha",1,
@XochitlGalvez @SantiagoCreelM Xochilt Galvez presidenta de Mexico,1,
@ryo_hermoso @XochitlGalvez @BeatrizParedes 1 Xochitl Galves para presidenta,1,
@pedroferriz3 @XochitlGalvez @Claudiashein CLAUDIA PRESIDENTA 2024,1,
"@ryo_hermoso @XochitlGalvez @BeatrizParedes XOCHITL GALVEZ RUIZ, PRESIDENTA DE MEXICO 2024- 20230",1,
"@EmmanuelReyesC @XochitlGalvez @m_ebrard #XochitlGalvezPresidenta2024. Aceptenlo, tendremos presidenta en 2024 y sera XOCHITL GALVEZ.",1,
@XochitlGalvez Mi futura presidenta no le haga caso a la cucaracha que es lo peor de la humanidad que esta en el morena,1,
@NARIZROJAAC @HLGatell Solo espero que @XochitlGalvez lo meta a la carcel cuando sea ya presidenta.,1,
