Tweet,Clasificacion,,
"@samuel_garcias @XochitlGalvez No te queremos ni en NL, vas a ganar la Presidencia.  Pero bueno, tienes que hacerle el favor a @lopezobrador_",0,,
"@samuel_garcias @XochitlGalvez No Samuel no estas demostrado nada en Nuevo Leon 
Nada MAs te vas a quemar . Ojala cumplas primero con Nuevo Leon y le pais entero vera el progreso del estado y no dudaran en votar por ti 
Por el momento no creo que tengas la oportunidad de ganar 
Saludos",0,,
"@samuel_garcias @XochitlGalvez No mames pinche corrupto aliado al tambien corrupto @lopezobrador_ !!!

Lo unico que vas a ganar es tu camino a tu casa!!!

Ya lo veras perdedor.",0,,
"@samuel_garcias @XochitlGalvez No te humilles Samuel.

Ni tu mismo te la crees.

Sabes que solo eres un instrumento mas para dividir el voto, pero no tienes ni la mas remota posibilidad de ganar.",0,,
"@samuel_garcias @XochitlGalvez Nos mentiste a los regiomontanos, NI DE BROMA te vamos a apoyar

AMLO te tiene agarrado de tus minusculos tanates porque tu papa es facturero y por eso te estas lanzando sabiendo que NUNCA, NI DE PEDO vas a ganar

Eres una verguenza para el norte donde somos gente de palabra.",0,,
"@samuel_garcias Estas muy alzadito , como renuncias a la Gobernatura de NL , cuando tienes cero posibilidades de ganar la Presidencia.",0,,
@samuel_garcias Y tu tambien por que no vas a ganar jajajajajajajaa loser,0,,
"@samuel_garcias Buscar ahora la presidencia te va a salir mal...neto no lo hagas, puedes llegar al 2030 bien y ganar no gastes ahora tu capital, y mira que me caes bastante mal.",0,,
"@samuel_garcias Sin llorar ya, te chamaqeuaron por faltar a u palabra y querer competir por la presidencia, de la cual no tienes ni la mas minima posibilidad de ganar.",0,,
"@samuel_garcias largate y no vuelvas, solo una cosa te aseguro vas a ganar pura   infeliz traidor  https://t.co/6l2qCnJVhp",0,,
"La verdad, @samuel_garcias ni va a ganar la presidencia, y nadie lo va a extranar en NL.
Sale apestado por todos lados por mamon, arrastrado, corrupto, mentiroso, vanidoso, frivolo y pndejo.
Hasta a Marianis y Mariel ha de tener hasta la madre.
Que se largue y no regrese.",0,,
"@elnortelocal @samuel_garcias Mas Claro que esta con Morena, no tiene la mas remota posibilidad de Ganar..... Pero si de destruir...
Nuevo Leon no olvida... Los Ciudadanos No Olvidan...",0,,
@AlvarezMaynez @samuel_garcias Si pues; ninguno. Pero con eso no les alcanza para ganar absolutamente nada. Ahora tu dime un solo liderazgo de MC que dispute de verdad una gubernatura. Porque para la presidencia ya sabemos que estan muy lejos,0,,
"@samuel_garcias Traidor, no vas a ganar la presidencia y por no cumplir a la gente que te dimos el voto, espero ya no regreses a nuevo Leon, pidele asilo al asno.",0,,
"@samuel_garcias @chavacanamayor Vas que vuelas a salir como rata peor que medina cabron y te vale vga .
Tu pinche partido de mierda jamas volvera a ganar ni una diputacion hdp",0,,
@samuel_garcias @maurodoehner NO VAS A GANAR WEY...NADIEN TE CONOCE...IGUAL QUE EL BRONCO...Y RECUERDA QUE DEMANDAREMOS POR EL TRASVASE A LA PRESA MARTE R GOMEZ,0,,
"@samuel_garcias @maurodoehner NO VAS A GANAR, TU LO SABES, solo le estas ayudando a Andres Manuel a llevarnos a una dictadura, ASI QUIERES QUE CREZCA TU HIJA??",0,,
"Desde ahorita les adelanto, @samuel_garcias NO VA A REGRESAR, porque va a ganar la presidencia. #SamuelGarcia #NuevoLeon",1,,
@samuel_garcias @maurodoehner Igual no vas a ganar.,0,,
@samuel_garcias @maurodoehner Ni vas a ganar y solo te vas a ir hacer pendejo BRONCO,0,,
El estupidito que quiere ser presidente todo pedo y drogado. Que un verg@zo lo he de mandar bajo la mesa. @samuel_garcias que asco de chamaco pend3jo y nefasto eres https://t.co/LmQZXY5GeM,0,,
@samuel_garcias Nuevo Leon es el claro ejemplo del porque no deberias ser Presidente.,0,,
"@samuel_garcias Nuestro futuro Presidente, eso chingon cierrales el ocico, aqui en Nuevo Leon te apoyamos al 100%",1,,
@Gerardotigre1 @SoySimpsonito @samuel_garcias eres el presidente de la republica de los pendejos...,0,,
@ReporteCumbres @samuel_garcias El culpable de todo esto ya quiere ser presidente no tienen ni tantita verguenza del desastre que hizo,0,,
@elnorte Si no terminaste en tu encargo como gobernador no te queremos como presidente @samuel_garcias . Te mostraste 90% leal pero te fallo la inteligencia.,0,,
"@azucenau Pero dice @samuel_garcias que todo esta bien y que por eso se va a lanzar de presidente. 

Ridiculo. No pudo con un simple estado y va a poder con 32.",0,,
"@samuel_garcias @chavacanamayor Ni con tus publicaciones seras presidente

Ponte a jalar weeeeyyy",0,,
"@samuel_garcias CON UN MALDITO IMBECIL DE PRESIDENTE YA TUVIMOS, NO NECESITAMOS A OTRO IDIOTA HOCICON Y MENTIROSO COMO TU, XOCHITL SERA LA PRIMERA PRESIDENTA DE MEXICO @XochitlGalvez",0,,
@samuel_garcias @XochitlGalvez Jajaja...ni del Presidente y menos de los mexicanos seras el favorito,0,,
@GlodeJo07 @samuel_garcias Samuel es basura ya lo demostro . Jamas sera presidente el mismo pico su tumba  traidor,0,,
"@cesarmty @samuel_garcias y asi quieres ser presidente, no puedes ni con nuestro estado",0,,
@samuel_garcias @XochitlGalvez De verdad de verdad crees que todo Mexico te va a elegir como su presidente?  Que ingenuo neta,0,,
@blogdelnarcomex ?y asi quiere ser presidente el pendejazo whitexican de @samuel_garcias ?,0,,
"@samuel_garcias No puedes con el Viejo Nuevo Leon y quieres ser presidente,,, se vale sonar,,,,,",0,,
@cesarmty Y asi @samuel_garcias quiere ser Presidente que ni con su Estado puede el che cara de nino nalgas miadas.,0,,
@samuel_garcias @XochitlGalvez Pobre idiota. Crees que ser presidente es ser influencer en las redes,0,,
"@azucenau el quijadas de burro de @samuel_garcias deja un estado en llamas  con sangre por todos lados. Solo le importa lamerle los webos al anciano demente, y alucinarse que puede ser, con capacidad nula,  presidente de mexico",0,,
" nuestro proximo presidente de la Republica, si gana que creen que vaya a hacer cuando le pongan la banda presidencial? 
",1,,
@RicardoAlemanMx @samuel_garcias Ahora cualquier retrasado mental ya quiere ser presidente!,0,,
"@samuel_garcias Pues si, pero tu nunca seras Presidente ",0,,
"@samuel_garcias @chavacanamayor Pues en ese caso, mejor que se lance ella para presidente, porque tu si dejas mucho que desear ",0,,
"@RicardoAlemanMx @samuel_garcias Nadie lo quiere de presidente, Andres se burla de el, haciendole creer que puede ser presidente.",0,,
@samuel_garcias Ridicul@ no pudiste con tu estado y pretendes ser presidente de la Republica? ,0,,
"@samuel_garcias Guadalajara, llego el idiota que se cree inteligente y ya se ve como presidente.",0,,
"@samuel_garcias Es correcto, por lo pronto saludos desde la Torre Obispado, proximo presidente de Mexico.",1,,
Como quieren este idiot @samuel_garcias para candidato a presidente? Por favor si ya se equivoco NL NO MAS pendejadas !!! @elnorte @reformanacional @Radio_Formula @AztecaNoticias @ImagenTVMex @Adela_Micha @brozoxmiswebs @azucenau,0,,
"Esta basura de @samuel_garcias es lo que quieren para el presidente?
Luego no lloren.... Sean serios!
Se lo dije a #NuevoLeon en su momento y se los digo hoy a los mexicanos todos!
Ya paren de mmar!",0,,
"@samuel_garcias Chinga tu puta madre doctor doctor @samuel_garcias 

Sigue lavando dinero del narco pinche norteno tipludo pendejo.

Nunca seras presidente hijo de tu chingada madre, prima de tu papa. https://t.co/oGhFs8ah96",0,,
@samuel_garcias Eres muy muy peeendejo para ser presidente... Ya tenemos a uno y ahora a ti??? ... Ya sabemos que solo haces el caldo gordo,0,,
"@samuel_garcias Que ridiculo eres !!!! Todos los politicos son la misma mierda, cinicos y corruptos, sabes que nunca seras presidente y aun asi te convertiste en un titere mas del inepto de @lopezobrador_ eres patetico.",0,,
@samuel_garcias Eres lamehuevos del presidente mas rata que a tenido Mexico. https://t.co/YjdbviSwui,0,,
"@samuel_garcias CHRPM, nunca seras presidente, bueno, ni siquiera candidato pejidta de closet y de quien sabe que mas..... Voz de marica.",0,,
"@samuel_garcias Eres un pobre imbecil, nunca seras presidente, solo te prestas a ser una botarga del presidente!",0,,
@samuel_garcias @chavacanamayor Bah!!! Mocoso pendejo. Nadie te quiere de presidente.,0,,
"@LayCeRo @samuel_garcias Noooo amiga al contrario que vuelva, porque si no vuelve es porque se queda de Presidente y eso seria peor que ese Pende...jojo acabe con el pais",0,,
"@samuel_garcias No somos pendejos como los regios, ellos te pusieron de gobernador pero los mexicanos no te pondremos de presidente.",0,,
"@samuel_garcias No vas a ser presidente. Decepcionaste a todo Nuevo Leon. No pudiste con el estado, por mas que alardees lo contrario",0,,
"@samuel_garcias Atento aviso a todo Mexico, este es un pendejaso, marioneta del presidente",0,,
"@samuel_garcias no mms estas muy pdjo para ser presidente. Saldriamos de Guatemala para entrar a guatepeor, vete a cuidar a tu hija wy !!",0,,
"@samuel_garcias wey, si para gobernador te me hacias super pendejo!! para presidente, ni te digo.. ni en el mas punetero de tus suenos tu mismo te verias haciendolo bien.. ten verguenza culero y acaba tu administracion en Nuevo Leon  nadie, pero nunca nadie.. sera mas pendejo que Fox o el Peje !",0,,
"@mexnewz @samuel_garcias @nuevoleon @reportecoco Este wey no sirve ni pa' presidente de colonia, es un corruptazo sin palabra ",0,,
"@politicomx @ArturoRomeroL1 @samuel_garcias @nuevoleon @MovCiudadanoMX LE PEDIMOS AL UNIVERSO Y A TODOS LOS DIOSES DEL MUNDO QUE NOO PERMITAN AL BURRO SAMUEL GARCIA LLEGAR A SER PRESIDENTE DE MEXICO.  QUE ASI SEA, DECRETADO ESTA.  AMEN!!",0,,
@samuel_garcias Ojala fueras vos el presidente de Mexico 2024,1,,
@politicomx @samuel_garcias @nuevoleon @MovCiudadanoMX Un hombre SIN PALABRA no debe ser presidente,0,,
@samuel_garcias @chavacanamayor Jajaja en vvd este payaso piensa que puede llegar a ser presidente de Mexico jajajaja https://t.co/mT66qW5Wi5,0,,
"@karene29 @M2Cyndy @samuel_garcias Que imbecil e inmaduro y todavia quiere ser presidente, que verguenza",0,,
"@Alejand25526879 @EmilioVallejoRL @samuel_garcias @XochitlGalvez Pues vete con tu presidente a vivir a cuba y vive alla con tu dictador. No todos queremos lo mismo, millones queremos nuestra libertad, independencia y soberania, y eso no lo tendremos con Lopez",0,,
@samuel_garcias ya eres presidente!,1,,
"@VicSanPlas @emmanuel_rdgz @samuel_garcias #SAMLO no sera presidente aunque saque en tanga a la ""marianis"" https://t.co/Ro2jUecId8",0,,
"@samuel_garcias Escucha bien entonces: NUNCA seras presidente porque NO TIENES PALABRA. Quieres saber tu error fatal? Ahi te va: conspirar con la secta que tiene como proposito destruir Mexico ademas de hacerte su complice, te hace detestable! Spoiler: el mitomano (ni su lagartija) cumplen nada",0,,
"@juncalssolano Miedo al babosete de @samuel_garcias  Ay pasante, deja de escribir tonterias! Nadie va a votar por el para presidente, asi como NADIE voto por ti para diputado... ",0,,
@karene29 @samuel_garcias Ridiculo que quiera ser presidente..pobre idiota,0,,
"Y pensar que este estupido meco quiere ser el presidente de la republica...

Eres un pen-dejo @samuel_garcias 

https://t.co/k1t6j3peuq",0,,
"@samuel_garcias @chavacanamayor Chiflado fosfo  fosfo...eres un fraude como gobernador...igual de populista y demagogo que el ""presidente"" que tanto criticaste ",0,,
